   9.9900000000000010E-004  -2.0431311782805630E-085
   1.9980000000000002E-003  -1.3443314836147759E-044
   2.9970000000000005E-003  -5.4433245741627682E-031
   3.9960000000000004E-003  -3.4712793407925062E-024
   4.9950000000000003E-003  -4.2073312849182083E-020
   5.9940000000000011E-003  -2.2230915043970704E-017
   6.9930000000000010E-003  -1.9607892252096463E-015
   7.9920000000000008E-003  -5.6490094675280166E-014
   8.9910000000000007E-003  -7.7188217272094554E-013
   9.9900000000000006E-003  -6.2567505977124218E-012
   1.0989000000000001E-002  -3.4690364764138240E-011
   1.1988000000000002E-002  -1.4466380153353549E-010
   1.2987000000000002E-002  -4.8455709101693801E-010
   1.3986000000000002E-002  -1.3663189624802235E-009
   1.4985000000000002E-002  -3.3568547934492332E-009
   1.5984000000000002E-002  -7.3739439348143452E-009
   1.6983000000000002E-002  -1.4771649828256879E-008
   1.7982000000000001E-002  -2.7402464811834323E-008
   1.8981000000000001E-002  -4.7648275690087631E-008
   1.9980000000000001E-002  -7.8417702086465215E-008
   2.0979000000000001E-002  -1.2311203098643152E-007
   2.1978000000000001E-002  -1.8556516721597046E-007
   2.2977000000000001E-002  -2.6996465449034320E-007
   2.3976000000000004E-002  -3.8076115545702026E-007
   2.4975000000000004E-002  -5.2257320361567868E-007
   2.5974000000000004E-002  -7.0009293971877076E-007
   2.6973000000000004E-002  -9.1799723019581967E-007
   2.7972000000000004E-002  -1.1808672518978675E-006
   2.8971000000000004E-002  -1.4931184471865864E-006
   2.9970000000000004E-002  -1.8589417706245924E-006
   3.0969000000000003E-002  -2.2822563815532101E-006
   3.1968000000000003E-002  -2.7666733753195205E-006
   3.2967000000000003E-002  -3.3154697641553876E-006
   3.3966000000000003E-002  -3.9315716848696699E-006
   3.4965000000000003E-002  -4.6175456923186034E-006
   3.5964000000000003E-002  -5.3755969655927542E-006
   3.6963000000000003E-002  -6.2075732828264839E-006
   3.7962000000000003E-002  -7.1149736900267312E-006
   3.8961000000000003E-002  -8.0989608833774967E-006
   3.9960000000000002E-002  -9.1603764311051356E-006
   4.0959000000000002E-002  -1.0299758071534415E-005
   4.1958000000000002E-002  -1.1517358432427746E-005
   4.2957000000000002E-002  -1.2813164619166750E-005
   4.3956000000000002E-002  -1.4186918213470904E-005
   4.4955000000000002E-002  -1.5638135308929698E-005
   4.5954000000000002E-002  -1.7166126284286682E-005
   4.6953000000000002E-002  -1.8770015080280637E-005
   4.7952000000000009E-002  -2.0448757801483709E-005
   4.8951000000000008E-002  -2.2201160511638919E-005
   4.9950000000000008E-002  -2.4025896130389730E-005
   5.0949000000000008E-002  -2.5921520371824815E-005
   5.1948000000000008E-002  -2.7886486691819021E-005
   5.2947000000000008E-002  -2.9919160232528410E-005
   5.3946000000000008E-002  -3.2017830769359937E-005
   5.4945000000000008E-002  -3.4180724678928080E-005
   5.5944000000000008E-002  -3.6406015956576924E-005
   5.6943000000000007E-002  -3.8691836319483087E-005
   5.7942000000000007E-002  -4.1036284436624080E-005
   5.8941000000000007E-002  -4.3437434330424563E-005
   5.9940000000000007E-002  -4.5893342996967474E-005
   6.0939000000000007E-002  -4.8402057292618304E-005
   6.1938000000000007E-002  -5.0961620134950561E-005
   6.2937000000000007E-002  -5.3570076065211364E-005
   6.3936000000000007E-002  -5.6225476218396495E-005
   6.4935000000000007E-002  -5.8925882745406451E-005
   6.5934000000000006E-002  -6.1669372729915693E-005
   6.6933000000000006E-002  -6.4454041640526086E-005
   6.7932000000000006E-002  -6.7278006356606256E-005
   6.8931000000000006E-002  -7.0139407803990298E-005
   6.9930000000000006E-002  -7.3036413234469968E-005
   7.0929000000000006E-002  -7.5967218180776573E-005
   7.1928000000000006E-002  -7.8930048116594644E-005
   7.2927000000000006E-002  -8.1923159849016871E-005
   7.3926000000000006E-002  -8.4944842668859555E-005
   7.4925000000000005E-002  -8.7993419282284899E-005
   7.5924000000000005E-002  -9.1067246545393531E-005
   7.6923000000000005E-002  -9.4164716021664569E-005
   7.7922000000000005E-002  -9.7284254380563596E-005
   7.8921000000000005E-002  -1.0042432365404845E-004
   7.9920000000000005E-002  -1.0358342136633102E-004
   8.0919000000000005E-002  -1.0676008055091537E-004
   8.1918000000000005E-002  -1.0995286966769652E-004
   8.2917000000000005E-002  -1.1316039243178029E-004
   8.3916000000000004E-002  -1.1638128756462831E-004
   8.4915000000000004E-002  -1.1961422847716962E-004
   8.5914000000000004E-002  -1.2285792289360410E-004
   8.6913000000000004E-002  -1.2611111242383750E-004
   8.7912000000000004E-002  -1.2937257209171519E-004
   8.8911000000000004E-002  -1.3264110982550190E-004
   8.9910000000000004E-002  -1.3591556591648386E-004
   9.0909000000000004E-002  -1.3919481245095204E-004
   9.1908000000000004E-002  -1.4247775272025907E-004
   9.2907000000000003E-002  -1.4576332061324728E-004
   9.3906000000000003E-002  -1.4905047999483979E-004
   9.4905000000000003E-002  -1.5233822407417167E-004
   9.5904000000000017E-002  -1.5562557476535182E-004
   9.6903000000000017E-002  -1.5891158204351061E-004
   9.7902000000000017E-002  -1.6219532329858258E-004
   9.8901000000000017E-002  -1.6547590268891678E-004
   9.9900000000000017E-002  -1.6875245049661477E-004
  0.10089900000000002       -1.7202412248625498E-004
  0.10189800000000002       -1.7529009926844238E-004
  0.10289700000000002       -1.7854958566944901E-004
  0.10389600000000002       -1.8180181010805845E-004
  0.10489500000000002       -1.8504602398055728E-004
  0.10589400000000002       -1.8828150105466395E-004
  0.10689300000000002       -1.9150753687313394E-004
  0.10789200000000002       -1.9472344816755813E-004
