   9.9900000000000010E-004   1.2653625718275658E-002   1.2653625718275658E-002   1.1236419637828784E-005
   1.9980000000000002E-003   1.2642291738965548E-002   1.2642291738965548E-002   2.2452710128402815E-005
   2.9970000000000005E-003   1.2630891656151617E-002   1.2630891656151617E-002   3.3648695371987910E-005
   3.9960000000000004E-003   1.2619481948643816E-002   1.2619481948643816E-002   4.4824399881582833E-005
   4.9950000000000003E-003   1.2608069472027739E-002   1.2608069472027739E-002   5.5979828455803166E-005
   5.9940000000000011E-003   1.2596655908416557E-002   1.2596655908416557E-002   6.7114982680043425E-005
   6.9930000000000010E-003   1.2585241832420428E-002   1.2585241832420428E-002   7.8229863230325382E-005
   7.9920000000000008E-003   1.2573827483606293E-002   1.2573827483606293E-002   8.9324470443539106E-005
   8.9910000000000007E-003   1.2562412976276853E-002   1.2562412976276853E-002   1.0039880450640462E-004
   9.9900000000000006E-003   1.2550998370580593E-002   1.2550998370580593E-002   1.1145286553075567E-004
   1.0989000000000001E-002   1.2539583700620504E-002   1.2539583700620504E-002   1.2248665358766109E-004
   1.1988000000000002E-002   1.2528168986903943E-002   1.2528168986903943E-002   1.3350016872444841E-004
   1.2987000000000002E-002   1.2516754242364200E-002   1.2516754242364200E-002   1.4449341097385232E-004
   1.3986000000000002E-002   1.2505339475485652E-002   1.2505339475485652E-002   1.5546638035923761E-004
   1.4985000000000002E-002   1.2493924692021534E-002   1.2493924692021534E-002   1.6641907689772683E-004
   1.5984000000000002E-002   1.2482509895985055E-002   1.2482509895985055E-002   1.7735150060215567E-004
   1.6983000000000002E-002   1.2471095090244719E-002   1.2471095090244719E-002   1.8826365148233429E-004
   1.7982000000000001E-002   1.2459680276895004E-002   1.2459680276895004E-002   1.9915552954588976E-004
   1.8981000000000001E-002   1.2448265457494136E-002   1.2448265457494136E-002   2.1002713479884109E-004
   1.9980000000000001E-002   1.2436850633220836E-002   1.2436850633220836E-002   2.2087846724600207E-004
   2.0979000000000001E-002   1.2425435804980078E-002   1.2425435804980078E-002   2.3170952689126852E-004
   2.1978000000000001E-002   1.2414020973475987E-002   1.2414020973475987E-002   2.4252031373782690E-004
   2.2977000000000001E-002   1.2402606139263089E-002   1.2402606139263089E-002   2.5331082778830933E-004
   2.3976000000000004E-002   1.2391191302782814E-002   1.2391191302782814E-002   2.6408106904490732E-004
   2.4975000000000004E-002   1.2379776464390247E-002   1.2379776464390247E-002   2.7483103750946348E-004
   2.5974000000000004E-002   1.2368361624373457E-002   1.2368361624373457E-002   2.8556073318353436E-004
   2.6973000000000004E-002   1.2356946782968309E-002   1.2356946782968309E-002   2.9627015606844816E-004
   2.7972000000000004E-002   1.2345531940369265E-002   1.2345531940369265E-002   3.0695930616534144E-004
   2.8971000000000004E-002   1.2334117096737880E-002   1.2334117096737880E-002   3.1762818347519389E-004
   2.9970000000000004E-002   1.2322702252209257E-002   1.2322702252209257E-002   3.2827678799885460E-004
   3.0969000000000003E-002   1.2311287406897149E-002   1.2311287406897149E-002   3.3890511973706469E-004
   3.1968000000000003E-002   1.2299872560897722E-002   1.2299872560897722E-002   3.4951317869046967E-004
   3.2967000000000003E-002   1.2288457714292877E-002   1.2288457714292877E-002   3.6010096485963850E-004
   3.3966000000000003E-002   1.2277042867152685E-002   1.2277042867152685E-002   3.7066847824507386E-004
   3.4965000000000003E-002   1.2265628019537289E-002   1.2265628019537289E-002   3.8121571884721896E-004
   3.5964000000000003E-002   1.2254213171498655E-002   1.2254213171498655E-002   3.9174268666646906E-004
   3.6963000000000003E-002   1.2242798323081790E-002   1.2242798323081790E-002   4.0224938170317534E-004
   3.7962000000000003E-002   1.2231383474325936E-002   1.2231383474325936E-002   4.1273580395765442E-004
   3.8961000000000003E-002   1.2219968625265325E-002   1.2219968625265325E-002   4.2320195343018875E-004
   3.9960000000000002E-002   1.2208553775929937E-002   1.2208553775929937E-002   4.3364783012103138E-004
   4.0959000000000002E-002   1.2197138926346222E-002   1.2197138926346222E-002   4.4407343403041330E-004
   4.1958000000000002E-002   1.2185724076537492E-002   1.2185724076537492E-002   4.5447876515854234E-004
   4.2957000000000002E-002   1.2174309226524347E-002   1.2174309226524347E-002   4.6486382350560571E-004
   4.3956000000000002E-002   1.2162894376325135E-002   1.2162894376325135E-002   4.7522860907177572E-004
   4.4955000000000002E-002   1.2151479525956124E-002   1.2151479525956124E-002   4.8557312185720672E-004
   4.5954000000000002E-002   1.2140064675431952E-002   1.2140064675431952E-002   4.9589736186204437E-004
   4.6953000000000002E-002   1.2128649824765551E-002   1.2128649824765551E-002   5.0620132908641509E-004
   4.7952000000000009E-002   1.2117234973968693E-002   1.2117234973968693E-002   5.1648502353044161E-004
   4.8951000000000008E-002   1.2105820123051822E-002   1.2105820123051822E-002   5.2674844519423093E-004
   4.9950000000000008E-002   1.2094405272024471E-002   1.2094405272024471E-002   5.3699159407788650E-004
   5.0949000000000008E-002   1.2082990420895157E-002   1.2082990420895157E-002   5.4721447018149993E-004
   5.1948000000000008E-002   1.2071575569671610E-002   1.2071575569671610E-002   5.5741707350515622E-004
   5.2947000000000008E-002   1.2060160718360885E-002   1.2060160718360885E-002   5.6759940404893668E-004
   5.3946000000000008E-002   1.2048745866969336E-002   1.2048745866969336E-002   5.7776146181291363E-004
   5.4945000000000008E-002   1.2037331015502780E-002   1.2037331015502780E-002   5.8790324679715582E-004
   5.5944000000000008E-002   1.2025916163966475E-002   1.2025916163966475E-002   5.9802475900172492E-004
   5.6943000000000007E-002   1.2014501312365295E-002   1.2014501312365295E-002   6.0812599842668177E-004
